s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,1.177616073259924,1.3867796160001225,3.399910699055162,0.011778284628272776
2,0,186,0.8908082562409165,0.7935393493869823,3.59679730552064,0.019155376599533393
2,1,186,0.641141191914286,0.4110620279692713,3.883901874205371,0.010599314087215997
2,2,186,0.439637838391014,0.19328142894512335,2.426545199084054,0.008775250548899065
2,3,186,0.8672891851809302,0.752190530731802,4.781921529703282,0.03260948712421205
2,4,186,0.9821910875845716,0.9646993325305637,5.404389402422075,0.024174639996149674
4,0,170,0.4809268150761773,0.23129060145931565,2.367836328726622,0.00544551864423177
4,1,170,0.2833497026023851,0.0802870539648601,1.4003106251641984,0.005518814666714527
4,2,170,0.22440302749795754,0.050356718750249094,0.892910045219592,0.004990292758808502
4,3,170,0.38140218012806576,0.1454676230064415,1.5414625874639127,0.00791653395538702
4,4,170,0.3035942888339752,0.09216949221260717,1.1224784884047476,0.008721620622725416
4,5,170,0.2717033293932897,0.0738226992033985,1.2186007777046783,0.006138278368965531
4,6,170,0.23541687810460885,0.05542110649652026,1.285731502366278,0.005627235474921652
4,7,170,0.19524536405923548,0.0381207521866234,0.932988709460032,0.004584596134500144
4,8,170,0.4899401237902057,0.2400413248995621,2.637021491272828,0.011139167797899537
6,0,149,0.2575948682370765,0.0663551161420768,1.3398805379977181,0.002831444075545101
6,1,149,0.2306479904957561,0.053198495519730396,0.9249450843240533,0.004528025016914295
6,2,149,0.22771634540551633,0.05185473396484442,0.9072737955198354,0.0046187399694304285
6,3,149,0.22914070748722634,0.05250546382774662,0.6801458086293524,0.004914145685384544
6,4,149,0.24375690651012963,0.05941742947138808,0.6513636573662449,0.004189695625265021
6,5,149,0.17406805966782588,0.030299689396521785,0.517960906915951,0.0038288056496123516
6,6,149,0.32750640062343317,0.10726044244931672,1.1246199042785372,0.006360392361250715
6,7,149,0.16323160868293446,0.02664455807321864,0.46191976669924334,0.0034628156242880776
6,8,149,0.21005430910303247,0.04412281277275231,0.9101908581768737,0.005159795684373474
6,9,149,0.2472775469087327,0.061146185205200494,0.800837816680488,0.005681647368765188
6,10,149,0.17779071651319875,0.031609538878276604,0.5047944541854844,0.005152223572964035
6,11,149,0.22269888056033513,0.04959479140282641,0.9197291087703344,0.004726491622505143
6,12,149,0.17820250161798978,0.03175613158290965,0.48429860732715885,0.004477305725329048
