param,index,eigenvalue,trace_proxy,effective_rank
vp,0,7850879.623794959,,
vp,1,1026643.4128227986,,
vp,2,306788.74399093306,,
vp,3,129813.81875874316,,
vp,4,66556.79788373588,,
vp,5,38545.67654466122,,
vp,6,24284.689145132612,,
vp,7,16273.642052305191,,
vp,8,11431.810009144585,,
vp,9,8334.994948136107,,
vp,10,6262.875306506705,,
vp,11,4824.401413876704,,
vp,12,3794.7627788856803,,
vp,13,3038.4522453250966,,
vp,14,2470.474407191745,,
vp,15,2035.6757575685904,,
vp,16,1697.2027889363253,,
vp,17,1429.7924466348925,,
vp,18,1215.732942549442,,
vp,19,1042.3563964146874,,
vp,20,900.4395555388027,,
vp,21,783.1587480834238,,
vp,22,685.39202406538,,
vp,23,603.2439309634419,,
vp,24,533.7161035466703,,
vp,25,474.4752055434512,,
vp,26,423.6870160638635,,
vp,27,379.89618445437634,,
vp,28,341.93798488041415,,
vp,29,308.8728004828254,,
vp,30,279.9369573166655,,
vp,31,254.50545745843414,,
vp,32,232.0634670761522,,
vp,33,212.1843119287576,,
vp,34,194.5123559829802,,
vp,35,178.74957711467366,,
vp,36,164.64496548940235,,
vp,37,151.98609409334847,,
vp,38,140.59237329103763,,
vp,39,130.3096201834361,,
vp,40,121.00566134061856,,
vp,41,112.56675285290251,,
vp,42,104.89465069217042,,
vp,43,97.9042014478244,,
vp,44,91.5213517194645,,
vp,45,85.68149606910211,,
vp,46,80.32810010686661,,
vp,47,75.41154821654804,,
vp,48,70.88817551729338,,
vp,49,66.71945157348419,,
vp,summary,nan,9515646.162557531,2.0092941449039587
vs_IC,0,1000000000.0000001,,
vs_IC,1,19870.13614124546,,
vs_IC,2,3912.9760356589086,,
vs_IC,3,1391.7256627328168,,
vs_IC,4,648.378053680637,,
vs_IC,5,353.360307204236,,
vs_IC,6,213.46526577373862,,
vs_IC,7,138.71001863954518,,
vs_IC,8,95.17372217234224,,
vs_IC,9,68.1146047767924,,
vs_IC,10,50.41725032764851,,
vs_IC,11,38.35795429840501,,
vs_IC,12,29.85839675408231,,
vs_IC,13,23.696020395405046,,
vs_IC,14,19.11951407055736,,
vs_IC,15,15.649766417600823,,
vs_IC,16,12.971403147370195,,
vs_IC,17,10.871041838566418,,
vs_IC,18,9.200789409328664,,
vs_IC,19,7.85593997695107,,
vs_IC,20,6.760947901738945,,
vs_IC,21,5.860375554655348,,
vs_IC,22,5.112915609896415,,
vs_IC,23,4.487361147253096,,
vs_IC,24,3.959837606428683,,
vs_IC,25,3.5118689061001933,,
vs_IC,26,3.1290052284070886,,
vs_IC,27,2.7998354082054036,,
vs_IC,28,2.515266773402034,,
vs_IC,29,2.267993635036187,,
vs_IC,30,2.0521005999826554,,
vs_IC,31,1.8627634187021762,,
vs_IC,32,1.6960211968059735,,
vs_IC,33,1.5486013743954021,,
vs_IC,34,1.4177841093584882,,
vs_IC,35,1.3012963587896902,,
vs_IC,36,1.1972285375098803,,
vs_IC,37,1.103968480520807,,
vs_IC,38,1.0201487701488952,,
vs_IC,39,0.9446044604373128,,
vs_IC,40,0.8763389454210232,,
vs_IC,41,0.8144962480611256,,
vs_IC,42,0.7583384026287452,,
vs_IC,43,0.7072269003570115,,
vs_IC,44,0.6606073959833122,,
vs_IC,45,0.6179970438920733,,
vs_IC,46,0.5789739658987068,,
vs_IC,47,0.5431684557333035,,
vs_IC,48,0.510255604073519,,
vs_IC,49,0.479949091634712,,
vs_IC,summary,nan,1000026971.1351657,1.0003372607970882
vs_M,0,3061523.4780775397,,
vs_M,1,206701.3251481437,,
vs_M,2,47849.11341106343,,
vs_M,3,17791.03970227686,,
vs_M,4,8441.3304001239,,
vs_M,5,4643.2032949991135,,
vs_M,6,2819.9280338351396,,
vs_M,7,1838.5211344695567,,
vs_M,8,1264.290752947075,,
vs_M,9,906.2535008240378,,
vs_M,10,671.5578626117193,,
vs_M,11,511.36520669294816,,
vs_M,12,398.31636932677253,,
vs_M,13,316.2728165971985,,
vs_M,14,255.29552530847144,,
vs_M,15,209.03568497258632,,
vs_M,16,173.30854617451305,,
vs_M,17,145.27958382273388,,
vs_M,18,122.98243072694865,,
vs_M,19,105.0238725970201,,
vs_M,20,90.39805560107888,,
vs_M,21,78.36645091549337,,
vs_M,22,68.3785123064842,,
vs_M,23,60.018143293996616,,
vs_M,24,52.96690050373881,,
vs_M,25,46.97827001551682,,
vs_M,26,41.859404911755405,,
vs_M,27,37.457975158721034,,
vs_M,28,33.65257458942069,,
vs_M,29,30.345638183413218,,
vs_M,30,27.458154177017406,,
vs_M,31,24.925675125454735,,
vs_M,32,22.695279745518015,,
vs_M,33,20.723237943482502,,
vs_M,34,18.973201174987828,,
vs_M,35,17.414788786092362,,
vs_M,36,16.022475480357613,,
vs_M,37,14.774709631620786,,
vs_M,38,13.653209928596821,,
vs_M,39,12.642400771132763,,
vs_M,40,11.72895636874921,,
vs_M,41,10.90143056871659,,
vs_M,42,10.14995467278244,,
vs_M,43,9.465989531304379,,
vs_M,44,8.842121176528796,,
vs_M,45,8.271891583027513,,
vs_M,46,7.749657907047214,,
vs_M,47,7.270474920784065,,
vs_M,48,6.829996434860562,,
vs_M,49,6.424392319835435,,
vs_M,summary,nan,3357504.26127878,1.4832821107636809
rho,0,7850879.623794959,,
rho,1,1026643.4128227986,,
rho,2,306788.74399093306,,
rho,3,129813.81875874316,,
rho,4,66556.79788373588,,
rho,5,38545.67654466122,,
rho,6,24284.689145132612,,
rho,7,16273.642052305191,,
rho,8,11431.810009144585,,
rho,9,8334.994948136107,,
rho,10,6262.875306506705,,
rho,11,4824.401413876704,,
rho,12,3794.7627788856803,,
rho,13,3038.4522453250966,,
rho,14,2470.474407191745,,
rho,15,2035.6757575685904,,
rho,16,1697.2027889363253,,
rho,17,1429.7924466348925,,
rho,18,1215.732942549442,,
rho,19,1042.3563964146874,,
rho,20,900.4395555388027,,
rho,21,783.1587480834238,,
rho,22,685.39202406538,,
rho,23,603.2439309634419,,
rho,24,533.7161035466703,,
rho,25,474.4752055434512,,
rho,26,423.6870160638635,,
rho,27,379.89618445437634,,
rho,28,341.93798488041415,,
rho,29,308.8728004828254,,
rho,30,279.9369573166655,,
rho,31,254.50545745843414,,
rho,32,232.0634670761522,,
rho,33,212.1843119287576,,
rho,34,194.5123559829802,,
rho,35,178.74957711467366,,
rho,36,164.64496548940235,,
rho,37,151.98609409334847,,
rho,38,140.59237329103763,,
rho,39,130.3096201834361,,
rho,40,121.00566134061856,,
rho,41,112.56675285290251,,
rho,42,104.89465069217042,,
rho,43,97.9042014478244,,
rho,44,91.5213517194645,,
rho,45,85.68149606910211,,
rho,46,80.32810010686661,,
rho,47,75.41154821654804,,
rho,48,70.88817551729338,,
rho,49,66.71945157348419,,
rho,summary,nan,9515646.162557531,2.0092941449039587
