param,index,eigenvalue,trace_proxy,effective_rank
vp,0,7850879.623794959,,
vp,1,1026643.4128227986,,
vp,2,306788.74399093306,,
vp,3,129813.81875874316,,
vp,4,66556.79788373588,,
vp,5,38545.67654466122,,
vp,6,24284.689145132612,,
vp,7,16273.642052305191,,
vp,8,11431.810009144585,,
vp,9,8334.994948136107,,
vp,10,6262.875306506705,,
vp,11,4824.401413876704,,
vp,12,3794.7627788856803,,
vp,13,3038.4522453250966,,
vp,14,2470.474407191745,,
vp,15,2035.6757575685904,,
vp,16,1697.2027889363253,,
vp,17,1429.7924466348925,,
vp,18,1215.732942549442,,
vp,19,1042.3563964146874,,
vp,20,900.4395555388027,,
vp,21,783.1587480834238,,
vp,22,685.39202406538,,
vp,23,603.2439309634419,,
vp,24,533.7161035466703,,
vp,25,474.4752055434512,,
vp,26,423.6870160638635,,
vp,27,379.89618445437634,,
vp,28,341.93798488041415,,
vp,29,308.8728004828254,,
vp,30,279.9369573166655,,
vp,31,254.50545745843414,,
vp,32,232.0634670761522,,
vp,33,212.1843119287576,,
vp,34,194.5123559829802,,
vp,35,178.74957711467366,,
vp,36,164.64496548940235,,
vp,37,151.98609409334847,,
vp,38,140.59237329103763,,
vp,39,130.3096201834361,,
vp,40,121.00566134061856,,
vp,41,112.56675285290251,,
vp,42,104.89465069217042,,
vp,43,97.9042014478244,,
vp,44,91.5213517194645,,
vp,45,85.68149606910211,,
vp,46,80.32810010686661,,
vp,47,75.41154821654804,,
vp,48,70.88817551729338,,
vp,49,66.71945157348419,,
vp,50,62.871289607523885,,
vp,51,59.31345991840673,,
vp,52,56.019090149948354,,
vp,53,52.96423820597761,,
vp,54,50.12752614425619,,
vp,55,47.48982542660469,,
vp,56,45.033985560716246,,
vp,57,42.74459951823353,,
vp,58,40.607800415582666,,
vp,59,38.61108484739637,,
vp,60,36.74315900552406,,
vp,61,34.993804330109114,,
vp,62,33.353759947313264,,
vp,63,31.814619570430352,,
vp,64,30.368740892968724,,
vp,65,29.009165796386753,,
vp,66,27.729549941717046,,
vp,67,26.524100521580813,,
vp,68,25.387521123804476,,
vp,69,24.31496280550597,,
vp,70,23.301980601624855,,
vp,71,22.344494798133354,,
vp,72,21.438756390639746,,
vp,73,20.581316226305116,,
vp,74,19.768997393033807,,
vp,75,18.998870476506365,,
vp,76,18.268231354252247,,
vp,77,17.57458123781959,,
vp,78,16.915608710204936,,
vp,79,16.289173536910976,,
vp,80,15.69329205601982,,
vp,81,15.126123976109996,,
vp,82,14.585960431216519,,
vp,83,14.071213159770034,,
vp,84,13.580404689918733,,
vp,85,13.11215942715049,,
vp,86,12.665195551956415,,
vp,87,12.238317645641109,,
vp,88,11.830409971481414,,
vp,89,11.440430346433823,,
vp,90,11.067404545631911,,
vp,91,10.710421188124789,,
vp,92,10.368627057789888,,
vp,93,10.041222818201506,,
vp,94,9.727459084529302,,
vp,95,9.426632819346647,,
vp,96,9.13808402260789,,
vp,97,8.861192689056878,,
vp,98,8.595376009002427,,
vp,99,8.34008579077847,,
vp,summary,nan,9516868.286865266,2.0126520567137525
vs_IC,0,1000000000.0000001,,
vs_IC,1,19870.13614124546,,
vs_IC,2,3912.9760356589086,,
vs_IC,3,1391.7256627328168,,
vs_IC,4,648.378053680637,,
vs_IC,5,353.360307204236,,
vs_IC,6,213.46526577373862,,
vs_IC,7,138.71001863954518,,
vs_IC,8,95.17372217234224,,
vs_IC,9,68.1146047767924,,
vs_IC,10,50.41725032764851,,
vs_IC,11,38.35795429840501,,
vs_IC,12,29.85839675408231,,
vs_IC,13,23.696020395405046,,
vs_IC,14,19.11951407055736,,
vs_IC,15,15.649766417600823,,
vs_IC,16,12.971403147370195,,
vs_IC,17,10.871041838566418,,
vs_IC,18,9.200789409328664,,
vs_IC,19,7.85593997695107,,
vs_IC,20,6.760947901738945,,
vs_IC,21,5.860375554655348,,
vs_IC,22,5.112915609896415,,
vs_IC,23,4.487361147253096,,
vs_IC,24,3.959837606428683,,
vs_IC,25,3.5118689061001933,,
vs_IC,26,3.1290052284070886,,
vs_IC,27,2.7998354082054036,,
vs_IC,28,2.515266773402034,,
vs_IC,29,2.267993635036187,,
vs_IC,30,2.0521005999826554,,
vs_IC,31,1.8627634187021762,,
vs_IC,32,1.6960211968059735,,
vs_IC,33,1.5486013743954021,,
vs_IC,34,1.4177841093584882,,
vs_IC,35,1.3012963587896902,,
vs_IC,36,1.1972285375098803,,
vs_IC,37,1.103968480520807,,
vs_IC,38,1.0201487701488952,,
vs_IC,39,0.9446044604373128,,
vs_IC,40,0.8763389454210232,,
vs_IC,41,0.8144962480611256,,
vs_IC,42,0.7583384026287452,,
vs_IC,43,0.7072269003570115,,
vs_IC,44,0.6606073959833122,,
vs_IC,45,0.6179970438920733,,
vs_IC,46,0.5789739658987068,,
vs_IC,47,0.5431684557333035,,
vs_IC,48,0.510255604073519,,
vs_IC,49,0.479949091634712,,
vs_IC,50,0.4519959457725228,,
vs_IC,51,0.4261720959803829,,
vs_IC,52,0.4022785935618513,,
vs_IC,53,0.3801383860651845,,
vs_IC,54,0.3595935564903365,,
vs_IC,55,0.3405029532642839,,
vs_IC,56,0.3227401498610418,,
vs_IC,57,0.30619168329153534,,
vs_IC,58,0.2907555294622095,,
vs_IC,59,0.2763397799982672,,
vs_IC,60,0.2628614911543199,,
vs_IC,61,0.25024568005788633,,
vs_IC,62,0.2384244473094873,,
vs_IC,63,0.22733620844706104,,
vs_IC,64,0.21692501920781365,,
vs_IC,65,0.20713998195735608,,
vs_IC,66,0.1979347224542745,,
vs_IC,67,0.18926692768694095,,
vs_IC,68,0.18109793692587295,,
vs_IC,69,0.1733923791575613,,
vs_IC,70,0.16611785106296695,,
vs_IC,71,0.15924463055266763,,
vs_IC,72,0.1527454214392873,,
vs_IC,73,0.14659512555940823,,
vs_IC,74,0.14077063900124773,,
vs_IC,75,0.13525066966621865,,
vs_IC,76,0.13001557364042604,,
vs_IC,77,0.12504720825139,,
vs_IC,78,0.12032879990359048,,
vs_IC,79,0.11584482503795673,,
vs_IC,80,0.11158090279530268,,
vs_IC,81,0.10752369806193773,,
vs_IC,82,0.10366083382258941,,
vs_IC,83,0.09998081179849702,,
vs_IC,84,0.0964729405154811,,
vs_IC,85,0.09312727001879495,,
vs_IC,86,0.0899345325638488,,
vs_IC,87,0.08688608865692118,,
vs_IC,88,0.08397387792867134,,
vs_IC,89,0.08119037434643876,,
vs_IC,90,0.07852854533440617,,
vs_IC,91,0.07598181444036867,,
vs_IC,92,0.07354402718997578,,
vs_IC,93,0.07120941983358738,,
vs_IC,94,0.06897259070457888,,
vs_IC,95,0.06682847396634037,,
vs_IC,96,0.06477231549380719,,
vs_IC,97,0.06279965073050603,,
vs_IC,98,0.060906284316892975,,
vs_IC,99,0.05908827134126684,,
vs_IC,summary,nan,1000026979.8654226,1.000337464225526
vs_M,0,3061523.4780775397,,
vs_M,1,206701.3251481437,,
vs_M,2,47849.11341106343,,
vs_M,3,17791.03970227686,,
vs_M,4,8441.3304001239,,
vs_M,5,4643.2032949991135,,
vs_M,6,2819.9280338351396,,
vs_M,7,1838.5211344695567,,
vs_M,8,1264.290752947075,,
vs_M,9,906.2535008240378,,
vs_M,10,671.5578626117193,,
vs_M,11,511.36520669294816,,
vs_M,12,398.31636932677253,,
vs_M,13,316.2728165971985,,
vs_M,14,255.29552530847144,,
vs_M,15,209.03568497258632,,
vs_M,16,173.30854617451305,,
vs_M,17,145.27958382273388,,
vs_M,18,122.98243072694865,,
vs_M,19,105.0238725970201,,
vs_M,20,90.39805560107888,,
vs_M,21,78.36645091549337,,
vs_M,22,68.3785123064842,,
vs_M,23,60.018143293996616,,
vs_M,24,52.96690050373881,,
