param,index,eigenvalue,trace_proxy,effective_rank
vp,0,0.9776296424743317,,
vp,1,0.8250650067438596,,
vp,2,0.6168989247780664,,
vp,3,0.43394243842788083,,
vp,4,0.30009424319485767,,
vp,5,0.20906571367201682,,
vp,6,0.14835494135744154,,
vp,7,0.10763619212089459,,
vp,8,0.07986842065944917,,
vp,9,0.060536087071335655,,
vp,10,0.0467838976892963,,
vp,11,0.03679553704596756,,
vp,12,0.02939837414608493,,
vp,13,0.023821285657414117,,
vp,14,0.0195472138422726,,
vp,15,0.016222712168767146,,
vp,16,0.01360166868033025,,
vp,17,0.01150970004274665,,
vp,18,0.009821220505933944,,
vp,19,0.008444409568556301,,
vp,20,0.007311186399743768,,
vp,21,0.0063704124351326155,,
vp,22,0.005583210254832735,,
vp,23,0.0049196921458168575,,
vp,24,0.004356642053113426,,
vp,25,0.0038758516677973413,,
vp,26,0.0034629114699070364,,
vp,27,0.00310632227318043,,
vp,28,0.0027968352936889305,,
vp,29,0.002526957022043365,,
vp,30,0.0022905742250623083,,
vp,31,0.0020826674006398198,,
vp,32,0.0018990899848257909,,
vp,33,0.0017363968773455106,,
vp,34,0.001591710274626643,,
vp,35,0.0014626139521731146,,
vp,36,0.0013470694070799704,,
vp,37,0.0012433489192391878,,
vp,38,0.00114998179676237,,
vp,39,0.0010657109625200173,,
vp,40,0.0009894577021432218,,
vp,41,0.0009202928913133997,,
vp,42,0.0008574133958467704,,
vp,43,0.0008001226237053775,,
vp,44,0.0007478144266286473,,
vp,45,0.0006999597173589811,,
vp,46,0.0006560952987663237,,
vp,47,0.0006158145026891602,,
vp,48,0.0005787593158043872,,
vp,49,0.0005446137324152918,,
vp,50,0.0005130981235518987,,
vp,51,0.0004839644511294398,,
vp,52,0.00045699218733530426,,
vp,53,0.00043198482462037877,,
vp,54,0.00040876688197417574,,
vp,55,0.0003871813295850319,,
vp,56,0.00036708736732154047,,
vp,57,0.00034835850334082627,,
vp,58,0.0003308808880217196,,
vp,59,0.0003145518657217019,,
vp,60,0.00029927871287115457,,
vp,61,0.0002849775358899154,,
vp,62,0.00027157230653353633,,
vp,63,0.0002589940157055539,,
vp,64,0.00024717992963273807,,
vp,65,0.00023607293469378636,,
vp,66,0.0002256209592002077,,
vp,67,0.00021577646211777765,,
vp,68,0.00020649598014227936,,
vp,69,0.000197739725748689,,
vp,70,0.00018947122985498696,,
vp,71,0.0001816570236103852,,
vp,72,0.0001742663545577216,,
vp,73,0.0001672709330515648,,
vp,74,0.00016064470535422874,,
vp,75,0.00015436365029553975,,
vp,76,0.0001484055967806512,,
vp,77,0.00014275005977331434,,
vp,78,0.0001373780926780788,,
vp,79,0.00013227215430084249,,
vp,80,0.00012741598878886394,,
vp,81,0.000122794517143724,,
vp,82,0.00011839373906795491,,
vp,83,0.00011420064405168584,,
vp,84,0.00011020313073268786,,
vp,85,0.00010638993367420144,,
vp,86,0.00010275055680207542,,
vp,87,9.927521282790249e-05,,
vp,88,9.595476805959534e-05,,
vp,89,9.278069206658655e-05,,
vp,90,8.974501172471562e-05,,
vp,91,8.684026921691608e-05,,
vp,92,8.405948361088824e-05,,
vp,93,8.139611567480957e-05,,
vp,94,7.884403562743032e-05,,
vp,95,7.639749355020154e-05,,
vp,96,7.405109221687065e-05,,
vp,97,7.179976212068016e-05,,
vp,98,6.963873850129258e-05,,
vp,99,6.756354019315626e-05,,
vp,100,6.556995013450748e-05,,
vp,101,6.365399739181842e-05,,
vp,102,6.181194056846455e-05,,
vp,103,6.0040252478883735e-05,,
vp,104,5.833560598070552e-05,,
vp,105,5.669486086737864e-05,,
vp,106,5.511505173285496e-05,,
vp,107,5.359337672800406e-05,,
vp,108,5.21271871357387e-05,,
vp,109,5.071397769841227e-05,,
vp,110,4.935137763698525e-05,,
vp,111,4.803714230681343e-05,,
vp,112,4.676914543975228e-05,,
vp,113,4.5545371926647654e-05,,
vp,114,4.436391109824585e-05,,
vp,115,4.3222950466144314e-05,,
vp,116,4.212076988866033e-05,,
vp,117,4.105573612944665e-05,,
vp,118,4.00262977793678e-05,,
vp,119,3.90309805145885e-05,,
vp,120,3.8068382666044064e-05,,
vp,121,3.7137171077484414e-05,,
vp,122,3.6236077231122305e-05,,
vp,123,3.536389362159723e-05,,
vp,124,3.451947036049701e-05,,
vp,125,3.370171199507976e-05,,
vp,126,3.290957452611713e-05,,
vp,127,3.214206261095023e-05,,
vp,128,3.139822693892033e-05,,
vp,129,3.0677161767317374e-05,,
vp,130,2.997800260688846e-05,,
vp,131,2.929992404677299e-05,,
vp,132,2.864213770948874e-05,,
vp,133,2.800389032728716e-05,,
vp,134,2.7384461931836678e-05,,
vp,135,2.6783164149779125e-05,,
vp,136,2.6199338597245566e-05,,
vp,137,2.5632355366916264e-05,,
vp,138,2.508161160166719e-05,,
vp,139,2.4546530149269474e-05,,
vp,140,2.4026558292997593e-05,,
vp,141,2.352116655336274e-05,,
vp,142,2.3029847556519813e-05,,
vp,143,2.2552114965204508e-05,,
vp,144,2.2087502468340387e-05,,
vp,145,2.1635562825719317e-05,,
vp,146,2.1195866964401504e-05,,
vp,147,2.076800312370705e-05,,
vp,148,2.0351576045879354e-05,,
vp,149,1.9946206209694606e-05,,
vp,150,1.9551529104471065e-05,,
vp,151,1.916719454209829e-05,,
vp,152,1.8792866004861323e-05,,
vp,153,1.8428220026978642e-05,,
vp,154,1.8072945607906033e-05,,
vp,155,1.7726743655582863e-05,,
vp,156,1.7389326457912995e-05,,
vp,157,1.7060417180879695e-05,,
vp,158,1.6739749391794435e-05,,
vp,159,1.642706660627245e-05,,
vp,160,1.6122121857615333e-05,,
vp,161,1.5824677287361377e-05,,
vp,162,1.55345037558407e-05,,
vp,163,1.5251380471642227e-05,,
vp,164,1.497509463896591e-05,,
vp,165,1.4705441121894747e-05,,
vp,166,1.4442222124679173e-05,,
vp,167,1.4185246887179573e-05,,
vp,168,1.3934331394663612e-05,,
vp,169,1.3689298101201522e-05,,
vp,170,1.344997566594701e-05,,
vp,171,1.3216198701632352e-05,,
vp,172,1.298780753464513e-05,,
vp,173,1.2764647976090033e-05,,
vp,174,1.2546571103273244e-05,,
vp,175,1.23334330510787e-05,,
vp,176,1.2125094812735345e-05,,
vp,177,1.1921422049502556e-05,,
vp,178,1.1722284908827158e-05,,
vp,179,1.1527557850550252e-05,,
vp,180,1.1337119480765156e-05,,
vp,181,1.1150852392949711e-05,,
vp,182,1.0968643016016593e-05,,
vp,183,1.0790381468944564e-05,,
vp,184,1.0615961421671907e-05,,
vp,185,1.0445279961950065e-05,,
vp,186,1.0278237467871895e-05,,
vp,187,1.0114737485803824e-05,,
vp,188,9.954686613465684e-06,,
vp,189,9.797994387915154e-06,,
vp,190,9.644573178206806e-06,,
vp,191,9.494338082507232e-06,,
vp,192,9.34720682945942e-06,,
vp,193,9.203099683599877e-06,,
vp,194,9.06193935464214e-06,,
