s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,7.869868126087607,61.934824322009675,33.15426026408537,0.008104911192021023
2,0,186,7.515609684361364,56.48438892766631,32.474093754602265,0.01859228058807889
2,1,186,4.551526739989347,20.716395664838057,34.08970089915691,0.008901168232066393
2,2,186,2.832812743906272,8.02482804203778,10.224640125883662,0.007759227177169817
2,3,186,7.2462418075041874,52.50802033282156,49.254255790213705,0.029713772401821593
2,4,186,6.730329651324362,45.29733721549591,46.81452391407421,0.021552045339699233
4,0,170,3.463490640117654,11.995767414182597,17.36003169332763,0.004710424656931452
4,1,170,2.139563822944799,4.577733352454162,9.406814672873232,0.004757858276942985
4,2,170,1.817040312154008,3.3016354959927345,7.545954511690086,0.00438131676936015
4,3,170,2.750111439163067,7.563112927815557,10.22159569938939,0.0062696330130320235
4,4,170,2.411852786951637,5.817033865926377,11.46924792953482,0.007963814478729396
4,5,170,2.0342834114542114,4.138308998117784,6.861252813628571,0.005121385187211958
4,6,170,1.9974522500645884,3.9898154912880868,10.504032832945914,0.0053204918544258245
4,7,170,1.6135041287149756,2.6033955733802725,6.580802889278131,0.004455004349495065
4,8,170,2.614163917169031,6.833852985828531,13.021767005367243,0.006644202323373392
6,0,149,2.075037208142946,4.305779415177672,12.558086631330026,0.002309067095154431
6,1,149,1.9510786503206183,3.8067078997369252,7.7302423588344995,0.004072212820918683
6,2,149,1.5859824656037318,2.5153403812024924,5.1155239646012465,0.0039127342058874245
6,3,149,1.694485497978565,2.871281102859666,5.408084232358805,0.00416338071701986
6,4,149,1.6266732350074646,2.6460658134896504,5.5806993452795846,0.0034174286126060875
6,5,149,1.517393457224876,2.3024829040288615,4.496893157106559,0.0034295094270065233
6,6,149,2.2158736616896118,4.910096084569728,7.673346804767492,0.0048802476893225685
6,7,149,1.351932080686965,1.8277203507905864,4.393241163551763,0.0032062634270556482
6,8,149,1.6889421881343682,2.8525257148601075,8.202782980143697,0.004531560868268957
6,9,149,1.7388193193064154,3.0234926251932257,5.414985147036872,0.005133076872870529
6,10,149,1.424382444772044,2.0288653489747848,4.009525356109536,0.004780248136476013
6,11,149,1.7481628029678682,3.0560731856804737,8.42626915441495,0.0043812238075890755
6,12,149,1.3953243601246792,1.9469300699573453,4.353392517884381,0.003984464917426264
