s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,2.375508684762419,5.643041511381679,8.131075331354538,0.009746561330580727
2,0,186,2.061693804001725,4.250581341459105,8.309513551140416,0.019093119909591994
2,1,186,1.3447964068569154,1.8084773758952701,8.771574044263035,0.009717962559621126
2,2,186,0.8575502665011815,0.7353924595762473,3.591943924228579,0.008244803457976433
2,3,186,1.9549333721595907,3.821764489583269,12.195658157291552,0.03103287027621122
2,4,186,2.0441539367300225,4.178565317048848,12.89282989459899,0.02251045346401047
4,0,170,1.0140070561928902,1.0282103100089712,5.2246044370690985,0.005046789635619146
4,1,170,0.6272755280289488,0.3934745880639965,3.551577113472033,0.0051974872682554
4,2,170,0.49518508927198396,0.24520827263730274,2.104401909055534,0.004640522236709814
4,3,170,0.8050324058436217,0.6480771744583695,3.312455446405609,0.006847270722311519
4,4,170,0.6665291522179423,0.4442611107563689,2.8519347995854827,0.008302774836307777
4,5,170,0.5996645067965342,0.3595975207115305,2.7032558268233275,0.005797600828662044
4,6,170,0.5482418837786676,0.30056916312918197,3.1152112974827144,0.0054624421511461916
4,7,170,0.4434740031549786,0.19666919147430198,1.968180618942055,0.00452715793490025
4,8,170,0.9247782999322416,0.8552149040255669,4.7933251595463275,0.00871428258836011
6,0,149,0.565411685856852,0.3196903745034874,3.2596591945164475,0.0025387058646167363
6,1,149,0.5353197181562491,0.28656720064688596,2.2118357799295025,0.004366459332054355
6,2,149,0.46953155742279096,0.22045988341587167,1.5387524171505202,0.004215593328503608
6,3,149,0.48684246728308167,0.23701558795027847,1.4797832233998849,0.004459503514541011
6,4,149,0.5293724532085563,0.28023519421604515,1.8428488903187652,0.003951435440423622
6,5,149,0.4050276908847454,0.16404743038342887,1.2647489713738747,0.0036392452414523045
6,6,149,0.6949829980245975,0.48300136754325773,2.276382576224237,0.005560681546500645
6,7,149,0.3736740437656794,0.13963229098419488,1.1653381013924018,0.003347505636238947
6,8,149,0.4674095730028045,0.21847170893466403,2.1862685853618897,0.004847398868458786
6,9,149,0.5259075812518862,0.2765787840182093,1.7528077687203085,0.005303541617694891
6,10,149,0.40147550830681106,0.16118258377021233,1.102623935053825,0.005080486163600155
6,11,149,0.5065027044418517,0.2565449896069098,2.333495367772738,0.004575899065044771
6,12,149,0.4035016164919684,0.16281355451163157,1.1532551845709418,0.004259442674870776
