s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,4.4759272674021995,20.033924903074524,17.035917371522146,0.008834344467433274
2,0,186,3.9448578369979534,15.561903354124173,16.304101308305494,0.019036926243780068
2,1,186,2.4238935257189325,5.875259824022158,17.24175789992025,0.009224308226226606
2,2,186,1.5759193902423267,2.483521924541747,5.127482841478438,0.008099142257918418
2,3,186,3.7901665051756313,14.365362136955257,24.661071474029892,0.030314982089398423
2,4,186,3.617248779877125,13.08448873552255,24.49959815324963,0.021776827185961755
4,0,170,1.9048391001605904,3.6284119975006077,9.332630724827125,0.004869283201934955
4,1,170,1.1995746850007747,1.4389794248947076,6.3156097598982734,0.005025563725605693
4,2,170,0.9379140409455212,0.8796827482027568,3.903568978397903,0.004482855012352091
4,3,170,1.5229984827769125,2.3195243785407773,5.9702354220404255,0.006513040031920562
4,4,170,1.2624209519234404,1.5937066598552856,5.776361333717066,0.00809770850787713
4,5,170,1.1103633047129096,1.2329066684529737,4.423137703524175,0.005506798491917132
4,6,170,1.0561799385457986,1.115516062586607,5.787625835551016,0.005382349362577286
4,7,170,0.8431206966971284,0.7108525091990512,3.4142399639500995,0.004491643999654916
4,8,170,1.5412342433739792,2.3754029929485623,7.875710580471007,0.007283055915770157
6,0,149,1.0724162160452753,1.1500765404368667,6.410120371806553,0.002398657154707483
6,1,149,1.0317460361668398,1.064499883145986,4.232747260820318,0.0042477092414172045
6,2,149,0.8486867158836007,0.7202691417172916,2.7445290992512312,0.004032052391485342
6,3,149,0.8981689037069917,0.8067073795862193,2.8276577091119983,0.004278343882843126
6,4,149,0.9317262289140569,0.8681137656464095,3.3001072382634287,0.0036749231405159
6,5,149,0.7846657580330819,0.615700351829631,2.3713927944625928,0.0035428833307215605
6,6,149,1.2406166434786066,1.539129656076124,4.268406681045348,0.005175925199763999
6,7,149,0.7076430316433601,0.5007586602334054,2.175323870519045,0.0032707640281001297
6,8,149,0.8833549803757311,0.7803160213546083,4.204345336592562,0.004671626280776349
6,9,149,0.9273911265719716,0.8600543016444308,3.024132761361108,0.005145557912754088
6,10,149,0.7562066484213075,0.571848495116587,2.0933151247988384,0.004960334707779751
6,11,149,0.942453569329192,0.888218730341334,4.55558413258303,0.00447765242090712
6,12,149,0.7517760759635864,0.5651672683912081,2.265913705098355,0.004123479086657967
