s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,2.401711408837128,5.768217691338422,8.110169174137742,0.009755768739561074
2,0,186,2.062768536817553,4.255014036484427,8.338366641062613,0.01911235465010202
2,1,186,1.344998357778269,1.8090205824262404,8.772031742485279,0.009710097143529982
2,2,186,0.8595736057468241,0.7388667836965965,3.6285089415564196,0.008240937251125957
2,3,186,1.9581364384979651,3.834298311773495,12.206902441424475,0.031038522709390202
2,4,186,2.044600800259085,4.180392432420091,12.895720989502692,0.022517687174748616
4,0,170,1.0156516295894769,1.03154823268776,5.208357762599732,0.005044293239658671
4,1,170,0.6288057882485746,0.3953967193349112,3.5509407698724895,0.005199306709820884
4,2,170,0.49521104826071555,0.24523398231947674,2.1046597909063314,0.0046412385228822555
4,3,170,0.8070193093635589,0.6512801656856356,3.3184287701872517,0.006851253180709825
4,4,170,0.6665636905570829,0.4443071535690785,2.850138476759283,0.008296080942243702
4,5,170,0.5997294439332136,0.35967540592044156,2.703097579386849,0.005798482444389772
4,6,170,0.548402042705724,0.30074480044381074,3.1095957771416503,0.005462463468460097
4,7,170,0.44354850675200513,0.19673527784193354,1.970284310906309,0.004526980682091349
4,8,170,0.92574639177925,0.8570063818923007,4.802213392184097,0.008723482952764292
6,0,149,0.565545268199616,0.3198414503829756,3.2646521830146833,0.002536958669831667
6,1,149,0.5354695944112795,0.2867276865389801,2.214770123208999,0.004365611163275207
6,2,149,0.46958840083696063,0.22051326620061398,1.537311106105351,0.004215972944951197
6,3,149,0.4870110825362694,0.237179794513149,1.4794312494296304,0.004459543003423763
6,4,149,0.5295416390119895,0.2804143474475042,1.8428607768635006,0.0039532405891703135
6,5,149,0.40511138236814265,0.1641152321242275,1.2615519589919775,0.0036395706270223854
6,6,149,0.6950883182216614,0.4831477701282176,2.269526666085548,0.0055620903128244855
6,7,149,0.3736722853889094,0.13963097686777057,1.165259381300163,0.0033478248063829484
6,8,149,0.46746247647732897,0.21852116691431733,2.18709017925327,0.004847053170022884
6,9,149,0.5259892526811577,0.2766646939360828,1.7545224167865314,0.005303081738428695
6,10,149,0.40158529345734506,0.16127074792122195,1.1024762043350476,0.005080726188175954
6,11,149,0.506765564691134,0.2568113375567239,2.3336256917271143,0.0045780916389988055
6,12,149,0.40359056357209994,0.16288534300444524,1.1548575155767573,0.004259076120098741
