s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,1.1774346050365068,1.3863522491374745,3.400802845768959,0.011778818103496512
2,0,186,0.8908026891811095,0.7935294310522965,3.591683561554969,0.019156231370280476
2,1,186,0.6411251256992503,0.41104142680287953,3.8829994871280755,0.010598449827235963
2,2,186,0.4396397461991089,0.19328310643801688,2.4266163439347492,0.00877547661091908
2,3,186,0.8672903659833455,0.7521925789275254,4.781634430006252,0.03260931247040691
2,4,186,0.9821988100984924,0.9647145025588945,5.404053945103199,0.024174468775594288
4,0,170,0.48092418637698525,0.23128807304236523,2.3679959026808604,0.005445665525398491
4,1,170,0.28334739491316174,0.08028574620407525,1.4003362338432692,0.005518480396374774
4,2,170,0.22440185907523805,0.050356194356422995,0.8927486768188072,0.0049901970464894104
4,3,170,0.3813998360431471,0.14546583493373946,1.5415847829238345,0.00791660460594079
4,4,170,0.3035957960733048,0.09217040739338365,1.122540809504053,0.008721739374221113
4,5,170,0.2717036477012649,0.07382287217417309,1.2186103682093115,0.0061383306721275056
4,6,170,0.23541675401295448,0.05542104806999591,1.285504643818209,0.005627217173881844
4,7,170,0.19524442313111764,0.03812038476380291,0.9327725124110282,0.004584495731714375
4,8,170,0.4899423237630873,0.2400434806143738,2.6370832149083485,0.011138790664188852
6,0,149,0.2575913009791651,0.06635327834013882,1.3399607586222104,0.002831491385465618
6,1,149,0.2306486219769156,0.05319878681985011,0.9250264993160238,0.004527934897859679
6,2,149,0.22771417761944024,0.05185374668889797,0.9073186356486842,0.004618708098988027
6,3,149,0.2291399375006997,0.05250511095782456,0.6799808915698881,0.004914104723574738
6,4,149,0.24375584577456771,0.05941691234927484,0.6511020958635526,0.004189879126038903
6,5,149,0.17406769562823063,0.030299562661322343,0.5179529277343295,0.0038287937743082885
6,6,149,0.32750720574546477,0.10726096981520221,1.124640777959156,0.00636028475190341
6,7,149,0.16323143912912746,0.026644502720166045,0.4618811520517317,0.0034628187242154982
6,8,149,0.21005454923313507,0.044122913653535566,0.9101952429891507,0.005159733842446086
6,9,149,0.2472782811222787,0.06114654831478869,0.8008216266985136,0.0056816699258226445
6,10,149,0.17779042758512817,0.031609436140902704,0.5047185002888374,0.005152266417159159
6,11,149,0.2226971249624641,0.04959400946654736,0.9195992284271074,0.004726284806309671
6,12,149,0.17820234546799577,0.03175607593029491,0.48428612700647555,0.004477279440427508
