s,t,n_data,chi_rms,chi2_per_datum,max_abs_standardized_residual,residual_l2
0,0,186,4.3767992915272,19.156372038312995,11.206861212586235,0.015274684727240754
2,0,186,2.4917498775285636,6.208817452163612,10.767451081436239,0.019532444777479785
2,1,186,2.198707423363022,4.834314333551659,11.50638270083495,0.012478250925653024
2,2,186,1.5643774404357873,2.447276776144425,11.266497783601041,0.010630330693158212
2,3,186,2.581673054178426,6.665035758670963,11.65846024943463,0.035609516433055106
2,4,186,3.7899333007118865,14.363594423844894,20.51526156141312,0.028888596888566237
4,0,170,1.3176776550546396,1.7362744026302939,6.941939696690593,0.0061350120806327275
4,1,170,1.0242188073124128,1.0490241652524612,4.304778120432358,0.007085968509751717
4,2,170,0.6811673358090298,0.46398893937317154,2.0813377965847795,0.00559294022602667
4,3,170,1.5261717469719303,2.3292002012553534,9.507036801126294,0.011638256464374339
4,4,170,1.0592876582788837,1.122090342981961,4.260579876671386,0.01011964021490974
4,5,170,0.8311774525952619,0.6908559577027488,3.3129885544091664,0.006714030444643518
4,6,170,0.6903163956307783,0.47653672607666925,3.1816138540712577,0.0062948678525407845
4,7,170,0.5654534015356603,0.3197375493082486,2.478051841853494,0.004917322681143648
4,8,170,1.7681031822985929,3.1261888632544115,10.46263864017557,0.013785583447406506
6,0,149,0.8016986895038278,0.642720788752155,3.5527737232724816,0.0033573345160184034
6,1,149,0.8304296666959006,0.6896134313286645,3.4159517771705943,0.005644890265402114
6,2,149,0.7279152228469284,0.5298605716522935,3.9872100862232354,0.005470425599212991
6,3,149,0.7418405626732204,0.5503274204273202,2.7757420970153523,0.005983308227128673
6,4,149,0.6987227261334414,0.4882134480153482,2.195779684667208,0.004321019511650747
6,5,149,0.5114614276781264,0.2615927920025473,1.7266889761455848,0.004488321879754037
6,6,149,1.1952958286360997,1.4287321179548604,5.256951607463554,0.008860579474230194
6,7,149,0.6165545832197441,0.3801395540892724,2.518765849900107,0.004422510071764243
6,8,149,0.8107287395658558,0.6572810891580413,3.4660508949465454,0.006463769489613845
6,9,149,0.8807748719560502,0.7757643750691967,3.6044108527734324,0.00658864437646568
6,10,149,0.54220125513944,0.29398220107478407,2.001501743328284,0.005369471839820372
6,11,149,0.6344802174838187,0.40256514637831387,2.37410600630027,0.005191774784945536
6,12,149,0.4987522747204176,0.24875383153879094,1.3773386905471974,0.00471525995078652
